Entry,Customer Placed Order Time(min),Placed Order with Restaurant Time(min),OPtoORTime(min)Delta,Driver at Restaurant Time(min),DRfmOPTime(min) Delta,DRfmORTime(min) Delta,Delivered to Customer Time(min),OCfmOPTime(min) Delta,OCfmORTime(min) Delta,OCfmDRTime(min) Delta,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount
1040,1074,1101,28,1133,59,32,1147,74,46,14,48,5,899,Palo Alto,FALSE,85.88,0,7.34,0
1041,957,1070,113,1082,125,12,1140,183,70,57,48,312,14722,Palo Alto,FALSE,101.82,0,13.2,0
1043,50,53,3,0,-50,-53,124,74,71,124,48,247,68540,Palo Alto,FALSE,79.84,0,3.99,83.83
1044,178,196,17,219,40,23,243,64,47,24,48,249,5214,Palo Alto,TRUE,23.29,0,0.79,0
1052,1,14,13,0,-1,-14,65,64,51,65,49,63,18306,Mountain View,FALSE,39.6,0,5.94,0
1077,44,56,11,97,53,42,110,66,54,12,49,32,1872,Mountain View,FALSE,57.44,0,2.87,0
1084,197,245,48,219,22,-26,264,68,20,46,49,39,29418,Mountain View,TRUE,19.59,0,0.98,0
1085,134,176,42,0,-134,-176,198,64,21,198,49,239,8109,Mountain View,TRUE,23.89,0,3,0
1089,2,15,13,19,18,5,64,63,49,45,49,57,9524,Mountain View,TRUE,83.59,0,4.18,0
1094,32,58,27,105,74,47,110,79,52,5,49,30,1594,Mountain View,TRUE,23.29,0,0.79,0
1097,1,26,25,55,54,29,71,70,45,16,49,139,12002,San Jose,FALSE,42.27,0,4.23,0
1098,37,113,77,0,-37,-113,148,111,34,148,49,350,1046,Mountain View,FALSE,21.01,0,3.15,0
1102,17,30,13,0,-17,-30,92,75,62,92,49,215,35020,Mountain View,TRUE,88.92,0,3.81,0
1110,173,184,11,223,50,39,242,69,58,19,49,98,110263,Mountain View,TRUE,67.93,6,8,19.42
1111,1047,1052,5,1101,54,49,1112,65,60,11,49,43,5744,Mountain View,FALSE,16.33,0,0.47,0
1115,115,143,27,0,-115,-143,181,65,38,181,49,138,10846,San Jose,TRUE,37.92,0,2.93,0
1120,1098,1142,44,1145,47,3,1172,74,30,27,49,246,4097,Mountain View,FALSE,56.02,0,2.3,0
1127,101,168,67,0,-101,-168,225,123,57,225,49,297,52500,San Jose,FALSE,17.45,0,0.87,0
1135,41,65,24,0,-41,-65,105,64,40,105,49,38,12869,Mountain View,FALSE,40.15,0,3.14,0
1138,1073,1101,27,0,-1073,-1101,1165,91,64,1165,49,45,5673,Mountain View,FALSE,138.04,0,5.79,0
1143,938,1035,97,1118,179,83,1136,198,101,19,49,87,1011,Mountain View,FALSE,373.54,0,33.24,0
1146,103,111,8,0,-103,-111,171,69,60,171,49,349,33762,Mountain View,TRUE,58.2,0,8.73,0
1150,203,222,19,0,-203,-222,275,73,54,275,49,240,36074,Mountain View,TRUE,52.65,0,6.43,0
1158,254,265,11,0,-254,-265,360,106,95,360,49,45,13951,Mountain View,TRUE,34.76,0,0,28.78
1165,38,72,34,105,67,33,111,73,39,6,50,249,4087,Palo Alto,FALSE,35.53,0,1.35,0
1177,91,123,32,132,41,9,164,73,41,32,50,19,13447,Palo Alto,TRUE,73.7,0,11.06,0
1186,57,59,1,75,18,16,119,62,60,44,50,107,35689,Palo Alto,TRUE,35.25,0,4.03,6
1207,82,137,55,0,-82,-137,147,65,9,147,50,48,94036,Palo Alto,FALSE,35.8,6,4.11,0
1209,42,46,4,75,33,29,103,61,57,29,50,9,12642,Palo Alto,TRUE,23.84,0,0.82,0
1214,20,64,44,0,-20,-64,107,87,43,107,50,14,10305,Palo Alto,FALSE,29.93,0,1.5,0
1222,69,114,45,131,62,17,146,76,32,14,50,91,5613,Palo Alto,FALSE,36.99,0,2.85,0
1245,110,120,11,146,36,26,173,63,52,27,54,27,11839,Palo Alto,TRUE,42.87,0,1.69,0
1246,110,115,4,0,-110,-115,181,71,66,181,54,8,10987,Palo Alto,TRUE,16.28,0,0.47,0
1254,1010,1026,16,1098,88,72,1115,105,89,18,56,15,68236,Palo Alto,FALSE,236.24,0,30.93,0
1256,122,155,33,162,41,8,188,66,33,26,56,18,2889,Palo Alto,TRUE,45.53,0,1.81,0
1258,150,159,9,0,-150,-159,214,63,54,214,56,99,70483,Palo Alto,TRUE,28.84,6,4.33,0
1261,1127,1167,41,1186,60,19,1209,82,42,23,56,86,62121,Palo Alto,TRUE,23.24,0,2,0
1262,1037,1075,38,1109,73,34,1141,104,66,31,56,12,1546,Palo Alto,FALSE,49.45,0,5.99,0
1265,122,122,0,149,27,26,185,64,63,37,56,8,2156,Palo Alto,TRUE,45.37,0,5,0
1266,1054,1087,32,0,-1054,-1087,1144,90,57,1144,56,205,4087,Palo Alto,FALSE,63.32,0,2.63,0
1271,1003,1043,41,0,-1003,-1043,1121,118,78,1121,56,9,11148,Palo Alto,FALSE,92.29,0,6,0
1277,178,181,3,232,54,51,248,70,67,16,56,27,26,Palo Alto,TRUE,23.89,0,1.19,0
1283,1082,1082,0,1134,52,52,1151,68,68,16,56,8,7081,Palo Alto,FALSE,107.36,6,4.66,0
1284,1100,1129,29,1158,58,29,1177,77,49,19,56,69,75963,Palo Alto,FALSE,37.38,6,4.32,0
1289,987,1085,98,1108,121,23,1125,138,40,16,56,12,52601,Palo Alto,FALSE,37.92,0,2.93,0
1295,49,91,43,97,48,5,113,65,22,17,56,101,11648,Palo Alto,TRUE,69.29,0,2.91,0
1296,1086,1132,47,1154,69,22,1172,87,40,18,56,9,18376,Palo Alto,TRUE,120.75,0,10,0
1298,1105,1192,88,1197,92,5,1227,122,34,30,56,9,497,Palo Alto,FALSE,20.14,0,1.01,0
1300,63,116,53,120,57,4,137,74,21,17,56,72,16320,Palo Alto,TRUE,30.47,0,1.12,0
1303,1094,1108,14,1153,59,45,1173,78,65,20,56,19,8703,Palo Alto,FALSE,113.99,0,5.68,0
1305,1076,1076,0,1138,62,62,1157,81,81,19,56,86,929,Palo Alto,FALSE,176.55,0,7.56,0
1307,1093,1136,43,0,-1093,-1136,1171,78,34,1171,56,120,7571,Palo Alto,FALSE,23.29,0,0.79,0
1308,10,35,25,0,-10,-35,83,73,48,83,56,324,7691,Palo Alto,TRUE,95.56,0,6,0
1310,91,115,24,129,39,15,154,63,39,25,56,114,97090,Palo Alto,TRUE,33.08,6,2.49,0
1312,50,51,1,74,24,23,112,62,61,38,56,63,114,Palo Alto,TRUE,160.61,0,20.49,0
1313,1100,1103,4,1153,54,50,1172,72,69,19,56,84,77988,Palo Alto,TRUE,59.99,0,10,0
1317,109,127,19,164,55,36,181,72,54,17,56,43,6943,Palo Alto,TRUE,17.36,0,0.87,0
1319,1054,1056,2,1139,84,83,1186,132,131,48,56,107,7618,Palo Alto,FALSE,217.16,6,28.29,0
1322,1096,1146,49,1166,70,20,1183,87,38,17,56,62,10598,Palo Alto,FALSE,35.25,0,1.34,0
1323,292,1078,786,1115,823,38,1132,840,54,17,56,96,89858,Palo Alto,FALSE,76.63,6,3.24,0
1326,1084,1091,7,1150,66,59,1185,101,94,35,56,84,12708,Palo Alto,FALSE,218.9,0,9.51,0
1329,1191,1220,29,1269,78,50,1291,101,72,22,56,20,14519,Palo Alto,FALSE,141.89,0,21.28,0
1330,1113,1134,21,1168,55,34,1190,77,56,23,56,63,4208,Palo Alto,FALSE,80.49,0,10.27,0
1334,1056,1115,59,1134,77,19,1153,97,38,19,56,36,3051,Palo Alto,FALSE,37.43,0,1.44,0
1335,1114,1121,7,1169,54,47,1191,76,69,22,56,63,7512,Palo Alto,FALSE,82.94,0,3.53,0
1336,1032,1117,85,1147,115,30,1166,135,50,20,56,104,2999,Palo Alto,FALSE,206.23,0,17.86,0
1338,1096,1110,14,1152,57,43,1226,130,116,73,56,8,1790,Palo Alto,FALSE,108.01,6,3,0
1344,989,1127,138,1139,150,12,1158,169,31,19,56,72,9868,Palo Alto,FALSE,19.57,0,0,0
1348,1104,1107,2,1148,44,42,1174,70,68,26,56,28,12708,Palo Alto,TRUE,142.12,0,5.98,0
1355,1162,1172,11,1183,21,11,1229,67,56,46,56,68,13493,Palo Alto,TRUE,22.8,0,1.14,0
1362,1028,1057,29,1105,77,49,1127,99,70,21,56,15,43900,Palo Alto,FALSE,68.41,0,2.87,0
1364,942,1068,126,1100,158,32,1129,187,61,29,56,68,14722,Palo Alto,FALSE,94.47,0,12.2,0
1367,1027,1066,39,1134,107,68,1139,112,73,5,56,9,62969,Palo Alto,FALSE,129.93,0,5.42,0
1374,1111,1160,49,1164,53,4,1193,82,33,29,56,3,775,Palo Alto,TRUE,44.44,0,5.3,0
1375,1147,1175,28,0,-1147,-1175,1221,74,47,1221,56,62,4095,Palo Alto,FALSE,59.72,5,0,0
1376,1058,1277,218,1317,258,40,1335,276,58,18,56,76,3879,Palo Alto,FALSE,42.87,0,5.08,0
1377,106,117,11,154,48,37,168,62,51,14,56,20,60569,Palo Alto,TRUE,45.04,12,2.25,0
1383,1093,1195,102,1207,114,12,1244,151,49,37,56,28,44309,Palo Alto,FALSE,17.91,0,0.9,0
1386,81,101,20,118,37,17,150,69,49,32,56,28,1291,Palo Alto,TRUE,74.78,0,5,0
1391,1043,1046,3,0,-1043,-1046,1110,67,64,1110,56,15,101341,Palo Alto,FALSE,46.02,6,3.68,0
1392,996,1086,90,1111,115,24,1129,133,43,18,56,66,42493,Palo Alto,FALSE,23.89,0,0,0
1393,1192,1194,3,0,-1192,-1194,1257,65,63,1257,56,15,88,Palo Alto,TRUE,16.77,0,0.49,0
1396,90,108,18,139,49,31,151,61,43,12,56,8,444,Palo Alto,TRUE,23.4,0,1.17,0
1399,1057,1057,0,1124,67,67,1151,95,95,28,56,83,14296,Palo Alto,FALSE,92.24,0,7.93,0
1401,1034,1045,12,1111,77,65,1128,95,83,18,56,8,3091,Palo Alto,FALSE,60.81,0,5.04,0
1403,1232,1259,27,0,-1232,-1259,1294,62,35,1294,56,5,7864,Palo Alto,TRUE,64.13,27.38,3.21,0
1405,1068,1122,53,1143,74,21,1171,103,50,29,56,107,12216,Palo Alto,FALSE,48.35,0,1.94,0
1407,1162,1172,9,1209,46,37,1227,64,55,18,56,15,14423,Palo Alto,TRUE,40.64,0,3.18,0
1411,114,132,18,146,32,14,185,72,54,40,56,105,14450,Palo Alto,TRUE,94.96,0,12.27,0
1413,67,86,19,0,-67,-86,155,87,69,155,56,68,2978,Palo Alto,TRUE,23.94,0,1.2,25.14
1416,1014,1043,29,1112,98,68,1131,117,88,19,60,8,4429,Palo Alto,FALSE,135.49,0,11.35,0
1417,1134,1169,34,1193,59,24,1216,82,48,23,60,107,7982,Palo Alto,FALSE,24.98,0,1.25,0
1419,997,1054,57,0,-997,-1054,1126,129,72,1126,60,47,10294,None,FALSE,226.51,0,20,0
1421,113,130,17,131,17,1,182,68,52,51,60,62,2005,Palo Alto,TRUE,48.25,0,2.41,0
1423,322,0,-322,1080,759,1080,1117,795,1117,36,60,11,79136,None,FALSE,268.6,0,0,0
1432,338,0,-338,1086,749,1086,1116,778,1116,29,60,97,102769,Palo Alto,FALSE,1054.5,0,0,0
1434,9,50,42,0,-9,-50,90,81,39,90,60,94,10251,Palo Alto,FALSE,40.8,0,4.8,0
1436,103,119,16,0,-103,-119,172,70,53,172,60,28,60304,Palo Alto,TRUE,89.41,0,3.71,0
1437,1073,1121,48,0,-1073,-1121,1147,73,25,1147,60,19,1934,Palo Alto,FALSE,35.36,0,2.7,0
1439,486,0,-486,1086,600,1086,1118,632,1118,32,60,11,91070,Palo Alto,FALSE,435.2,0,7.91,0
1441,1107,1113,6,0,-1107,-1113,1189,83,77,1189,60,91,12708,Palo Alto,FALSE,201.82,0,8.72,0
1442,15,16,1,0,-15,-16,95,80,79,95,60,9,71388,Palo Alto,TRUE,35.74,0,4.1,0
1444,365,0,-365,1069,704,1069,1097,732,1097,28,60,11,199817,Palo Alto,FALSE,450.36,0,0,0
1446,1037,1093,55,1136,99,43,1162,125,69,26,60,107,12529,Palo Alto,FALSE,34.76,0,1.32,0
1448,6,101,95,0,-6,-101,141,135,40,141,60,200,497,Palo Alto,FALSE,41.56,0,2.08,0
1450,1049,1055,5,0,-1049,-1055,1121,72,67,1121,60,9,1619,Palo Alto,FALSE,105.38,0,9.14,0
1456,329,0,-329,0,-329,0,1098,769,1098,1098,60,11,79142,None,FALSE,428.09,0,7.26,0
1459,1019,1092,73,1127,109,36,1138,119,46,10,60,12,4429,Palo Alto,FALSE,54.29,0,4.44,0
1465,228,0,-228,1091,863,1091,1119,891,1119,28,60,11,113442,Palo Alto,FALSE,418.23,0,60,0
1467,1037,1072,35,1115,78,43,1128,91,57,13,60,68,4431,Palo Alto,FALSE,59.12,0,2.44,0
1468,75,91,16,0,-75,-91,139,64,48,139,60,360,10717,Palo Alto,TRUE,40.8,0,2.04,0
1470,124,128,4,136,12,8,185,61,57,49,60,27,5989,Palo Alto,TRUE,16.33,0,0.82,0
1471,113,124,11,168,55,44,185,72,61,18,60,8,8000,Palo Alto,TRUE,111.82,0,4.86,0
1474,1064,1082,18,1139,75,58,1152,88,70,12,60,3,929,Palo Alto,FALSE,143.92,0,6.06,0
1475,48,72,24,99,51,27,138,90,66,39,60,10,4762,Palo Alto,TRUE,76.14,0,6.45,0
1476,1093,1114,21,1148,55,35,1177,84,63,29,60,15,459,Palo Alto,TRUE,61.63,0,2.55,0
1478,17,53,36,113,95,60,124,107,71,11,60,20,3150,Palo Alto,FALSE,23.4,0,0,0
1479,240,0,-240,1089,848,1089,1107,867,1107,19,60,3,95807,Palo Alto,FALSE,571.87,0,0,0
1483,1125,1165,41,1166,41,1,1207,82,42,41,60,97,79516,Palo Alto,TRUE,40.64,6,3.18,0
1485,1094,1124,29,1145,51,21,1157,63,34,12,60,104,76264,Palo Alto,FALSE,135.27,0,17,0
1486,36,37,1,47,10,9,117,80,79,70,60,68,144,Palo Alto,TRUE,130.65,0,7,0
1488,1036,1040,4,0,-1036,-1040,1105,69,65,1105,60,20,3091,Palo Alto,FALSE,17.91,0,1.09,0
1489,1040,1042,2,0,-1040,-1042,1131,92,89,1131,60,15,6245,Palo Alto,FALSE,132.01,0,5.51,0
1494,56,60,4,0,-56,-60,125,68,65,125,60,63,8116,Palo Alto,FALSE,110.18,0,9.58,0
1498,1059,1059,0,1141,82,81,1148,89,88,7,60,8,6245,Palo Alto,FALSE,158.31,0,6.72,0
1500,125,126,2,135,10,9,187,62,60,52,60,8,8857,Palo Alto,TRUE,25.52,0,1.28,0
1504,1072,1132,60,1142,70,10,1167,95,35,24,60,106,459,Palo Alto,FALSE,123.36,0,5.11,0
1505,1140,1166,26,1192,52,27,1204,64,39,12,60,124,13855,Palo Alto,FALSE,17.95,0,1.64,0
1506,1031,1119,88,1118,86,-2,1149,117,29,31,60,15,6245,Palo Alto,FALSE,153.9,0,6.52,0
1509,461,0,-461,1074,613,1074,1100,639,1100,26,60,11,195630,Palo Alto,FALSE,867.92,0,0,0
1511,1084,1137,52,0,-1084,-1137,1228,144,91,1228,60,19,929,Palo Alto,FALSE,355.38,0,15.78,0
1514,1113,1158,45,1164,51,6,1176,63,18,12,60,12,8524,Palo Alto,FALSE,21.71,0,0.72,0
1516,1079,1090,12,1134,55,44,1151,73,61,17,60,9,3678,Palo Alto,FALSE,30.96,0,1.55,0
1517,396,0,-396,1108,711,1108,1153,757,1153,46,60,97,57721,Palo Alto,FALSE,1033.13,0,0,0
1522,372,0,-372,1070,697,1070,1106,733,1106,36,60,3,106179,Palo Alto,FALSE,1604.13,0,0,0
1525,1079,1079,0,0,-1079,-1079,1179,100,100,1179,60,9,929,Palo Alto,FALSE,239.83,0,10.47,25.01
1528,965,1038,73,1143,178,105,1160,195,122,17,60,8,10294,None,FALSE,155.66,0,10,0
1535,1010,1052,42,1122,112,70,1133,123,80,11,60,205,98888,Palo Alto,FALSE,202.25,0,0,0
1538,530,0,-530,0,-530,0,1103,573,1103,1103,60,11,75781,Mountain View,FALSE,492.96,0,20,0
1542,1119,1133,14,1169,50,36,1183,64,50,14,60,15,79566,Palo Alto,TRUE,20.52,6,1.03,0
1546,1104,1112,8,0,-1104,-1112,1170,66,58,1170,60,20,8838,Palo Alto,TRUE,20.08,11.96,0.64,0
1547,104,109,6,133,30,24,180,76,71,47,60,8,2338,Palo Alto,TRUE,52.76,0,2.64,0
1552,1039,1053,13,0,-1039,-1053,1161,122,108,1161,60,91,8076,Palo Alto,FALSE,429.93,0,19.21,0
1553,7,39,33,0,-7,-39,91,84,52,91,60,105,5114,Palo Alto,FALSE,57.55,0,2.88,0
1555,88,109,21,129,41,20,152,64,43,23,60,9,14094,Palo Alto,TRUE,21.22,0,1.4,0
1559,1091,1107,16,1153,62,46,1164,73,56,10,60,12,10122,Palo Alto,FALSE,36.07,0,4.14,0
1562,309,0,-309,1080,770,1080,1120,811,1120,41,60,11,157073,Mountain View,FALSE,982.8,0,29.87,0
1565,74,74,1,122,49,48,143,69,68,21,60,104,2405,Palo Alto,TRUE,179.64,0,15.41,0
1567,889,1066,177,0,-889,-1066,1102,213,36,1102,60,83,5114,Palo Alto,FALSE,54.23,0,2.31,1.95
1568,327,0,-327,0,-327,0,1127,799,1127,1127,60,3,88846,Palo Alto,FALSE,634.64,0,0,0
1573,45,95,49,101,56,7,138,93,43,37,60,107,109611,Palo Alto,FALSE,30.96,6,2.29,0
1575,1087,1146,59,1178,91,32,1196,109,50,18,60,63,7408,Palo Alto,FALSE,255.93,0,11.21,0
1576,16,49,33,0,-16,-49,124,108,75,124,60,324,7248,Palo Alto,FALSE,168.33,156,14.37,0
1581,59,65,5,123,64,58,142,82,77,19,60,63,50577,Palo Alto,FALSE,111.6,0,9.71,0
1585,1067,1110,43,1139,72,29,1147,80,37,8,60,268,896,Palo Alto,FALSE,44.99,0,1.79,0
1587,107,112,5,137,30,25,189,82,77,52,60,211,78977,Palo Alto,TRUE,24.49,0,0,0
1591,461,0,-461,0,-461,0,1122,661,1122,1122,60,11,77537,Mountain View,FALSE,925.33,0,16.82,0
1594,1024,1114,90,0,-1024,-1114,1157,133,43,1157,60,100,10636,Palo Alto,FALSE,32.05,0,2.39,0
1598,1046,1080,34,1101,55,20,1123,77,43,22,60,18,43900,Palo Alto,FALSE,95.5,0,4.11,0
1600,1092,1125,33,0,-1092,-1125,1160,69,36,1160,60,20,95436,Palo Alto,FALSE,21.68,6,0.72,0
1614,36,79,43,113,77,34,121,85,43,8,63,6,4087,Palo Alto,FALSE,59.71,0,2.47,0
1616,72,73,0,0,-72,-73,172,99,99,172,63,10,90206,Palo Alto,TRUE,71.79,6,6.05,0
1621,130,150,20,164,34,14,192,63,42,28,63,20,158537,Palo Alto,TRUE,27.64,6,2.98,0
1623,171,173,2,205,34,32,235,64,62,30,63,5,3964,Palo Alto,TRUE,259.95,0,13,0
1629,27,40,13,76,50,36,91,64,51,15,64,77,2404,Mountain View,FALSE,42.92,0,2.15,0
1632,102,107,5,149,47,42,171,69,63,21,64,45,13613,Mountain View,TRUE,70,0,2.94,0
1640,94,115,21,145,51,29,165,71,49,20,64,95,1624,Mountain View,FALSE,35.85,0,4.11,0
1642,120,138,18,0,-120,-138,183,63,45,183,64,26,9503,Mountain View,TRUE,16.28,0,0,0
1647,102,122,20,132,30,10,164,62,42,32,64,44,12980,Mountain View,TRUE,111.27,0,9.68,0
1648,133,136,2,178,45,42,196,63,60,18,64,98,9366,Mountain View,TRUE,81.47,0,8.15,0
1655,61,62,0,98,37,37,123,62,62,25,64,98,11576,Mountain View,TRUE,25.47,0,3.82,0
1673,33,74,42,132,99,58,159,126,84,27,64,8,3084,Palo Alto,FALSE,56.03,0,2.3,0
1677,70,75,5,94,25,19,131,61,56,37,64,90,15778,Mountain View,TRUE,114.1,0,4.97,0
1679,47,53,5,0,-47,-53,118,70,65,118,64,234,1598,Mountain View,TRUE,36.94,0,10,0
1682,85,109,23,136,50,27,148,63,39,12,64,266,12980,Mountain View,TRUE,85.39,0,3.65,0
1687,64,84,20,104,40,20,125,62,41,21,64,36,26373,Mountain View,TRUE,73.32,0,10,0
1688,25,25,1,60,35,34,134,109,109,75,64,34,9563,Mountain View,TRUE,353.47,0,20,0
1691,64,86,22,95,31,10,132,68,47,37,64,29,8254,Mountain View,TRUE,47.87,0,1.92,0
1693,69,87,19,0,-69,-87,131,62,44,131,64,350,5626,Palo Alto,TRUE,23.73,0,0.81,0
1698,54,95,41,110,56,15,156,102,60,46,66,350,10505,Palo Alto,FALSE,16.17,0,0.46,0
1699,73,96,23,0,-73,-96,145,73,50,145,66,264,68540,Palo Alto,TRUE,46.07,0,2.3,0
1711,4,13,9,0,-4,-13,66,62,54,66,66,63,25002,Palo Alto,FALSE,110.45,0,14.4,0
1713,4,1030,1026,1114,1110,84,1143,1139,113,29,66,68,63262,Palo Alto,FALSE,203.18,0,7.96,0
1723,46,69,23,0,-46,-69,111,65,42,111,66,87,51889,Palo Alto,TRUE,90.5,6,7.77,0
1730,997,1046,49,0,-997,-1046,1142,145,96,1142,66,20,158147,Palo Alto,FALSE,139.24,6,11.7,0
1756,1042,1068,26,0,-1042,-1068,1132,90,64,1132,66,211,3009,Palo Alto,FALSE,112.95,0,4.91,21.79
1767,130,148,18,0,-130,-148,215,85,67,215,66,99,2495,Palo Alto,TRUE,26.66,0,4,0
1769,116,126,10,156,40,31,189,73,64,33,66,241,890,Palo Alto,TRUE,71.7,0,3.02,0
1770,105,105,0,0,-105,-105,211,107,106,211,66,63,5962,Palo Alto,TRUE,141.36,0,5.94,0
1776,1169,1195,25,1221,52,26,1256,87,62,35,66,68,99882,Palo Alto,FALSE,28.84,6,0,0
1793,988,1149,161,1159,171,10,1177,189,28,18,66,220,3879,Palo Alto,FALSE,36.34,0,5.45,0
1799,1061,1078,17,0,-1061,-1078,1151,90,73,1151,66,27,929,Palo Alto,FALSE,196.11,0,8.46,0
1810,1302,1404,102,1419,117,15,1435,134,31,16,66,20,7480,Palo Alto,FALSE,32.64,0,1.22,0
1825,958,1039,81,1107,148,68,1153,194,114,46,66,8,8280,Palo Alto,FALSE,78.26,0,3.32,0
1838,2,80,78,90,88,10,110,108,30,20,66,27,86795,Palo Alto,FALSE,24.98,0,1.74,0
1849,978,1029,51,1223,244,193,1247,269,218,25,66,107,106359,Palo Alto,FALSE,58.74,6,10,0
1853,1172,1173,1,1225,53,52,1242,69,68,16,67,211,3724,Palo Alto,TRUE,59.29,0,2.45,0
1856,77,81,4,119,42,38,141,64,60,22,67,104,1954,Palo Alto,FALSE,66.3,0,2.77,0
1857,1149,1152,2,1199,49,47,1236,86,84,37,67,8,5467,Palo Alto,TRUE,80.44,0,3.42,0
1859,1148,1173,25,1186,38,14,1212,64,40,26,67,259,2715,Palo Alto,TRUE,25.41,0,1.27,0.54
1864,117,134,17,146,28,12,182,65,48,36,67,120,18347,Palo Alto,TRUE,80.93,0,4.05,0
1866,1079,1115,36,1136,57,21,1159,80,44,23,67,3,760,Palo Alto,FALSE,54.34,0,2.2,0
1867,1078,1104,26,1148,70,44,1164,87,60,16,67,58,459,Palo Alto,FALSE,51.14,0,2.07,0
1872,1049,1083,34,1112,63,28,1129,80,46,17,67,12,900,Palo Alto,FALSE,26.01,0,1.3,0
1875,1081,1108,26,0,-1081,-1108,1159,78,51,1159,67,20,69801,Palo Alto,FALSE,148.1,0,12.51,12
1876,997,1106,109,1149,152,43,1173,176,67,24,67,105,11083,Palo Alto,FALSE,138.04,0,11.59,0
1882,1094,1110,16,0,-1094,-1110,1187,93,77,1187,67,10,3009,Palo Alto,FALSE,141.96,0,5.97,0
1884,1069,1111,41,1135,65,24,1151,82,41,16,67,12,14296,Palo Alto,FALSE,103.93,0,8,0
1885,1057,1058,1,1104,47,46,1121,64,63,17,67,8,3087,Palo Alto,FALSE,36.94,0,2.84,0
1886,1043,1101,59,1125,82,23,1142,99,40,17,67,78,9920,Palo Alto,FALSE,30.36,0,1.52,0
1887,1112,1149,36,1157,44,8,1195,82,46,38,67,105,84457,Palo Alto,FALSE,56.9,6,7.02,0
1889,1072,1081,8,0,-1072,-1081,1159,86,78,1159,67,20,69801,Palo Alto,FALSE,150.17,0,12.7,0
1890,1113,1115,2,1170,57,55,1177,64,62,7,67,8,3433,Palo Alto,TRUE,32.54,0,1.22,0
1892,1060,1061,1,1112,52,51,1132,72,71,20,67,20,899,Palo Alto,FALSE,169.63,0,21.74,0
1893,1125,1141,17,1162,37,20,1193,68,51,31,67,205,12708,Palo Alto,FALSE,112.05,0,4.87,0
1895,998,1081,83,1109,111,28,1135,136,54,26,67,3,75896,Palo Alto,FALSE,27.64,0,1.99,0
1899,67,67,1,116,50,49,139,72,72,23,67,63,2474,Palo Alto,TRUE,155.22,0,7.76,0
1901,1095,1121,25,1151,55,30,1175,79,54,24,67,63,7356,Palo Alto,FALSE,80.39,0,3,0
1904,1042,1045,3,1096,54,51,1112,70,66,16,69,71,13018,Palo Alto,FALSE,141.17,0,5.92,0
1906,1034,1041,6,1115,81,75,1128,94,87,13,69,312,14,Palo Alto,FALSE,31.89,0,3.56,0
1908,54,1090,1036,1126,1072,35,1158,1104,68,32,69,27,14043,Palo Alto,FALSE,160.12,0,6.81,0
1909,1048,1095,47,0,-1048,-1095,1146,98,51,1146,69,124,2512,Palo Alto,FALSE,63.89,0,7.98,0
1916,141,145,5,168,27,23,207,66,61,39,69,68,2119,Palo Alto,TRUE,41.24,0,4.12,0
1917,1132,1166,34,1190,58,23,1211,79,45,21,69,20,2764,Palo Alto,TRUE,43.9,0,1.74,0
1920,80,102,21,116,35,14,144,63,42,28,69,194,75209,San Jose,TRUE,84.3,6,3.6,0
1921,1146,1180,33,0,-1146,-1180,1230,84,51,1230,69,220,997,Palo Alto,FALSE,20.68,0,0,0
1923,178,220,41,0,-178,-220,256,78,36,256,69,7,8031,Palo Alto,FALSE,27.75,0,1,0
1924,146,146,1,194,48,48,211,65,65,17,69,316,52784,San Jose,TRUE,74.62,0,3.14,0
1927,48,100,52,126,77,26,145,96,45,19,69,66,8890,Palo Alto,FALSE,71.58,0,9.04,0
1928,1104,1148,43,1163,59,15,1179,75,32,16,69,9,899,Palo Alto,TRUE,76.04,0,9.66,0
1932,911,1067,156,1086,175,19,1100,189,33,14,69,9,6317,Palo Alto,FALSE,57.55,0,2.37,0
1935,1246,1266,20,1277,31,11,1310,64,45,33,69,105,3668,Palo Alto,TRUE,25.41,0,2.67,0
1940,1190,1208,17,1240,49,32,1267,77,59,27,69,47,12210,Palo Alto,TRUE,41.89,0,1.65,0
1941,196,205,9,220,24,15,267,71,63,47,69,62,9856,Palo Alto,TRUE,36.34,0,1.39,0
1942,1043,1063,20,1080,37,17,1110,67,47,30,69,6,8859,Palo Alto,FALSE,24.98,0,2.61,0
1943,4,6,2,63,60,58,78,74,72,15,69,63,4852,Palo Alto,FALSE,89.52,0,4.48,0
1948,142,162,20,171,29,9,208,66,46,37,73,221,38929,Mountain View,TRUE,38.46,0,4.47,0
1950,152,155,3,0,-152,-155,222,70,67,222,73,96,3990,Palo Alto,TRUE,52.76,0,2.15,0
1951,188,189,1,198,11,9,262,74,73,64,73,13,40374,Mountain View,TRUE,86.8,0,7.43,0
1955,103,131,28,147,43,16,184,81,53,38,73,137,84951,San Jose,TRUE,31.01,0,2.3,0
1957,1157,1164,7,1169,11,5,1230,73,66,62,73,43,768,Mountain View,TRUE,40.64,0,1.59,0
1959,111,135,24,0,-111,-135,194,84,60,194,73,159,55007,San Jose,TRUE,48.79,0,1.96,0
1970,1101,1108,7,1138,37,30,1170,68,61,32,73,205,1992,Mountain View,TRUE,151.5,0,0,0
1974,56,74,18,0,-56,-74,130,75,56,130,73,138,13813,San Jose,TRUE,42.87,0,2.14,0
